url,label
https://example1.com/home,safe
https://example2.com/home,safe
https://example3.com/home,safe
https://example4.com/home,safe
https://example5.com/home,safe
https://example6.com/home,safe
https://example7.com/home,safe
https://example8.com/home,safe
https://example9.com/home,safe
https://example10.com/home,safe
https://example11.com/home,safe
https://example12.com/home,safe
https://example13.com/home,safe
https://example14.com/home,safe
https://example15.com/home,safe
https://example16.com/home,safe
https://example17.com/home,safe
https://example18.com/home,safe
https://example19.com/home,safe
https://example20.com/home,safe
https://example21.com/home,safe
https://example22.com/home,safe
https://example23.com/home,safe
https://example24.com/home,safe
https://example25.com/home,safe
https://example26.com/home,safe
https://example27.com/home,safe
https://example28.com/home,safe
https://example29.com/home,safe
https://example30.com/home,safe
https://example31.com/home,safe
https://example32.com/home,safe
https://example33.com/home,safe
https://example34.com/home,safe
https://example35.com/home,safe
https://example36.com/home,safe
https://example37.com/home,safe
https://example38.com/home,safe
https://example39.com/home,safe
https://example40.com/home,safe
https://example41.com/home,safe
https://example42.com/home,safe
https://example43.com/home,safe
https://example44.com/home,safe
https://example45.com/home,safe
https://example46.com/home,safe
https://example47.com/home,safe
https://example48.com/home,safe
https://example49.com/home,safe
https://example50.com/home,safe
https://example51.com/home,safe
https://example52.com/home,safe
https://example53.com/home,safe
https://example54.com/home,safe
https://example55.com/home,safe
https://example56.com/home,safe
https://example57.com/home,safe
https://example58.com/home,safe
https://example59.com/home,safe
https://example60.com/home,safe
https://example61.com/home,safe
https://example62.com/home,safe
https://example63.com/home,safe
https://example64.com/home,safe
https://example65.com/home,safe
https://example66.com/home,safe
https://example67.com/home,safe
https://example68.com/home,safe
https://example69.com/home,safe
https://example70.com/home,safe
https://example71.com/home,safe
https://example72.com/home,safe
https://example73.com/home,safe
https://example74.com/home,safe
https://example75.com/home,safe
https://example76.com/home,safe
https://example77.com/home,safe
https://example78.com/home,safe
https://example79.com/home,safe
https://example80.com/home,safe
https://example81.com/home,safe
https://example82.com/home,safe
https://example83.com/home,safe
https://example84.com/home,safe
https://example85.com/home,safe
https://example86.com/home,safe
https://example87.com/home,safe
https://example88.com/home,safe
https://example89.com/home,safe
https://example90.com/home,safe
https://example91.com/home,safe
https://example92.com/home,safe
https://example93.com/home,safe
https://example94.com/home,safe
https://example95.com/home,safe
https://example96.com/home,safe
https://example97.com/home,safe
https://example98.com/home,safe
https://example99.com/home,safe
https://example100.com/home,safe
http://secure-login1-verify-account.com,phishing
http://secure-login2-verify-account.com,phishing
http://secure-login3-verify-account.com,phishing
http://secure-login4-verify-account.com,phishing
http://secure-login5-verify-account.com,phishing
http://secure-login6-verify-account.com,phishing
http://secure-login7-verify-account.com,phishing
http://secure-login8-verify-account.com,phishing
http://secure-login9-verify-account.com,phishing
http://secure-login10-verify-account.com,phishing
http://secure-login11-verify-account.com,phishing
http://secure-login12-verify-account.com,phishing
http://secure-login13-verify-account.com,phishing
http://secure-login14-verify-account.com,phishing
http://secure-login15-verify-account.com,phishing
http://secure-login16-verify-account.com,phishing
http://secure-login17-verify-account.com,phishing
http://secure-login18-verify-account.com,phishing
http://secure-login19-verify-account.com,phishing
http://secure-login20-verify-account.com,phishing
http://secure-login21-verify-account.com,phishing
http://secure-login22-verify-account.com,phishing
http://secure-login23-verify-account.com,phishing
http://secure-login24-verify-account.com,phishing
http://secure-login25-verify-account.com,phishing
http://secure-login26-verify-account.com,phishing
http://secure-login27-verify-account.com,phishing
http://secure-login28-verify-account.com,phishing
http://secure-login29-verify-account.com,phishing
http://secure-login30-verify-account.com,phishing
http://secure-login31-verify-account.com,phishing
http://secure-login32-verify-account.com,phishing
http://secure-login33-verify-account.com,phishing
http://secure-login34-verify-account.com,phishing
http://secure-login35-verify-account.com,phishing
http://secure-login36-verify-account.com,phishing
http://secure-login37-verify-account.com,phishing
http://secure-login38-verify-account.com,phishing
http://secure-login39-verify-account.com,phishing
http://secure-login40-verify-account.com,phishing
http://secure-login41-verify-account.com,phishing
http://secure-login42-verify-account.com,phishing
http://secure-login43-verify-account.com,phishing
http://secure-login44-verify-account.com,phishing
http://secure-login45-verify-account.com,phishing
http://secure-login46-verify-account.com,phishing
http://secure-login47-verify-account.com,phishing
http://secure-login48-verify-account.com,phishing
http://secure-login49-verify-account.com,phishing
http://secure-login50-verify-account.com,phishing
http://secure-login51-verify-account.com,phishing
http://secure-login52-verify-account.com,phishing
http://secure-login53-verify-account.com,phishing
http://secure-login54-verify-account.com,phishing
http://secure-login55-verify-account.com,phishing
http://secure-login56-verify-account.com,phishing
http://secure-login57-verify-account.com,phishing
http://secure-login58-verify-account.com,phishing
http://secure-login59-verify-account.com,phishing
http://secure-login60-verify-account.com,phishing
http://secure-login61-verify-account.com,phishing
http://secure-login62-verify-account.com,phishing
http://secure-login63-verify-account.com,phishing
http://secure-login64-verify-account.com,phishing
http://secure-login65-verify-account.com,phishing
http://secure-login66-verify-account.com,phishing
http://secure-login67-verify-account.com,phishing
http://secure-login68-verify-account.com,phishing
http://secure-login69-verify-account.com,phishing
http://secure-login70-verify-account.com,phishing
http://secure-login71-verify-account.com,phishing
http://secure-login72-verify-account.com,phishing
http://secure-login73-verify-account.com,phishing
http://secure-login74-verify-account.com,phishing
http://secure-login75-verify-account.com,phishing
http://secure-login76-verify-account.com,phishing
http://secure-login77-verify-account.com,phishing
http://secure-login78-verify-account.com,phishing
http://secure-login79-verify-account.com,phishing
http://secure-login80-verify-account.com,phishing
http://secure-login81-verify-account.com,phishing
http://secure-login82-verify-account.com,phishing
http://secure-login83-verify-account.com,phishing
http://secure-login84-verify-account.com,phishing
http://secure-login85-verify-account.com,phishing
http://secure-login86-verify-account.com,phishing
http://secure-login87-verify-account.com,phishing
http://secure-login88-verify-account.com,phishing
http://secure-login89-verify-account.com,phishing
http://secure-login90-verify-account.com,phishing
http://secure-login91-verify-account.com,phishing
http://secure-login92-verify-account.com,phishing
http://secure-login93-verify-account.com,phishing
http://secure-login94-verify-account.com,phishing
http://secure-login95-verify-account.com,phishing
http://secure-login96-verify-account.com,phishing
http://secure-login97-verify-account.com,phishing
http://secure-login98-verify-account.com,phishing
http://secure-login99-verify-account.com,phishing
http://secure-login100-verify-account.com,phishing
